ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
436897,Prof Graham N Meadows,Monash University,Effectiveness of Mindfulness Based Cognitive Therapy for Preventing Depressive Relapse in Subjects at Very High Risk,2006,2007,
436899,Prof Paul S Myles,Monash University,Development and clinical evaluation of a depth of  anaesthesia monitor,2006,2007,
436901,A/Pr David R Thorburn,Murdoch Children's Research Institute,Genetic variation of mitochondrial complex I: its role in rare and common diseases,2006,2007,
436902,Ms Julie B Green,Murdoch Children's Research Institute,Investigating public health and adult literacy links,2005,2006,
436903,Dr Shireen R Lamande,Murdoch Children's Research Institute,Uncoupled Research Fellowship,2006,2007,
436904,A/Pr Jane L Halliday,Murdoch Children's Research Institute,Uncoupled Research Fellowship,2006,2007,
436906,A/Pr David R Thorburn,Murdoch Children's Research Institute,Uncoupled Research Fellowship,2006,2007,
436913,Prof John M Hutson,Murdoch Children's Research Institute,The limb bud as a model for gubernacular migration during inguinoscrotal testicular descent.,2006,2007,
436914,A/Pr Melissa A Wake,Murdoch Children's Research Institute,A solution based approach developing child health research with a focus on preventive interventions for common childhood,2006,2007,
436916,Dr Bridget R Southwell,Murdoch Children's Research Institute,Uncoupled Research Fellowship,2006,2007,
436920,Prof Andy K.H. Choo,Murdoch Children's Research Institute,Regulation and role of transcription at the centromere.,2006,2007,
436925,Dr Cathy  Catroppa,Murdoch Children's Research Institute,"Intervention techniques for cognitive, behavioural and social sequelae following ABI in childhood and adolescence",2006,2007,
436936,Dr Paul  Ekert,Murdoch Children's Research Institute,The Regulation and Role of Puma and p53 in IL-3 withdrawal induced cell death,2006,2007,
436938,Dr Jim  Vadolas,Murdoch Children's Research Institute,Development and evaluation of novel fetal haemoglobin inducers for the therapy of beta-thalassaemia,2006,2007,
436944,A/Pr Hans-Henrik M Dahl,Murdoch Children's Research Institute,Identification and characterisation of mouse models for recessively inherited deafness.,2006,2007,
436955,Prof George A Werther,Murdoch Children's Research Institute,FUNCTIONAL ANALYSIS OF IGF-BINDING PROTEIN-2 MOLECULAR INTERACTIONS IN EARLY DEVELOPMENT AND DISEASE,2006,2007,
436958,Prof Sheena  Reilly,Murdoch Children's Research Institute,Understanding how language and reading problems develop: a population-based longitudinal study from infancy to age 7,2006,2007,
436959,Prof Colin F Robertson,Murdoch Children's Research Institute,Outcome of childhood asthma in adult life and the interaction with COPD,2006,2007,
436971,Dr Donald F Newgreen,Murdoch Children's Research Institute,Biomathematical analysis of cell invasion: migration of neural crest cells to form the enteric nervous system,2006,2007,
436976,Dr Paul J Lockhart,Murdoch Children's Research Institute,"TorsinA mediated dystonia, functional analysis and molecular models",2006,2007,
436977,Dr Paul J Lockhart,Murdoch Children's Research Institute,Analysis of the role of PACRG in spermatogenesis,2006,2007,
436984,Dr Paul  Kalitsis,Murdoch Children's Research Institute,The role of the centromere and its surrounding regions in chromosomal defects and cancer,2006,2007,
436988,Ms Senem  Eren,Murdoch Children's Research Institute,Investigating patterns of brain activation in children with PTS symptoms following traumatic brain injury:MRI study,2006,2007,
436999,Dr Annette C Da Costa,Murdoch Children's Research Institute,"Brain structure, neuropsychological function and genotype in paediatric orofacial clefts. ",2006,2007,
437000,Dr Margaret H Danchin,Murdoch Children's Research Institute,Clinical trials of RV3 oral human neonatal rotavirus vaccine,2006,2007,
437001,Ms Christine  Imms,Murdoch Children's Research Institute,Diversity of participation in children with cerebral palsy: The middle years,2006,2007,
437003,Dr Tiong Y Tan,Murdoch Children's Research Institute,The role of YPEL1 in Craniofacial Development and the 22q11 Deletion Syndrome,2006,2007,
437005,Dr Rony E Duncan,Murdoch Children's Research Institute,Medical maturity: An assessment of clinicians' methods for judging competence in young people. ,2006,2008,
437008,A/Pr Ross M Andrews,Menzies School of Health Research,"Prevention of pnuemococcal diseases, streptococcal disease and influenza among indigenous populations.",2006,2007,
437012,Ms Maria  McKenzie,Murdoch Children's Research Institute,Twenty-eight up: the life course outcomes of adolescents with depressive disorder,2006,2007,
437014,Ms Michelle  Bishop (nee Seipolt),Murdoch Children's Research Institute,Can the UK experience of implementing midwife core competencies in genetics translate to the Australian setting? ,2006,2007,
437015,Prof George C Patton,Murdoch Children's Research Institute,Mental Health Across Generations: pre-and post conception  predicators of early life risks,2006,2007,
437016,Dr Jeffrey M Craig,Murdoch Children's Research Institute,Environmental influences in the establishment of the epigenetic landscape in children,2006,2007,
437019,Ms Adrienne  R HARVEY,Murdoch Children's Research Institute,"The development, reliability and validity of the Functional Mobility Scale for children with cerebral palsy",2006,2007,
437024,Mr Mark D Pertile,Murdoch Children's Research Institute,Epigenetic regulation of imprinted genes and their association with idiopathic fetal groeth restriction,2006,2007,
437025,Miss Sheena  L Rigby,Murdoch Children's Research Institute,Functional analysis of a novel mammalian zinc-finger centromere protein,2006,2007,
437026,Mr Jonathan P Maynard,Murdoch Children's Research Institute,Wave intensity and computational modelling analysis of neonatal heart function and dysfunction,2006,2007,
437027,Mr Steven S S Nasioulas,Murdoch Children's Research Institute,Elucidation of novel genetic causes of epilepsy using DNA copy number and other chromosone abnormalities,2006,2007,
437028,Dr Barry  Linnane,Murdoch Children's Research Institute,Early pathophysiological changes in the lungs of infants with cystic fibrosis,2006,2007,
437029,Dr Paul  A Brooks,Murdoch Children's Research Institute,Novel echocardiographic approaches for assessing cardiovascular function in paediatric heart disease,2006,2007,
437031,Dr Nigel W Crawford,Murdoch Children's Research Institute,Protecting children following cancer therapy: A randomised controlled trial of revaccination,2006,2007,
437034,A/Pr Melissa A Wake,Murdoch Children's Research Institute,Preventing Early language delay in Primary care setting:cluster randomised trial,2005,2007,
437200,Dr Philip A Stumbles,Murdoch University,Cellular and Molecular Pathways Regulating Airway Mucosal Dendritic Cells During Onset of Allergic Airways Inflammation,2006,2007,
437205,Prof Peter D Drummond,Murdoch University,Involvement of adrenergic receptors in neuropathic pain,2006,2007,
438700,Dr Amanda G Thrift,Monash University,Uncoupled Research Fellowship,2006,2007,
440200,Dr Karen  Canfell,NSW Cancer Council,Optimising cervical screening after the introduction of HPV vaccination in Australia: Modelling of outcomes,2006,2007,
440202,A/Pr Dianne L O'Connell,NSW Cancer Council,Patterns of cancer care for Indigenous people in NSW,2006,2007,
440800,A/Pr Kwun M Fong,Prince Charles Hospital,Practitioner Fellowship,2006,2007,
440812,A/Pr Paul V Zimmerman,Prince Charles Hospital,Early detection of lung cancer and mesothelioma in asbestos workers at highest risk,2005,2007,
441101,Prof John K Findlay,Prince Henry's Institute of Medical Research,Uncoupled Research Fellows,2006,2007,
441102,A/Pr Vincent R Harley,Prince Henry's Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
441103,Prof Robert I McLachlan,Prince Henry's Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
441112,Dr Damien J Keating,Flinders University,"The role of Down syndrome candidate region 1 (DSCR1) in neurotransmitter release, vesicle recycling and Down syndrome.",2006,2007,
441113,A/Pr Chen  Chen,University of Queensland,"Anti-apoptotic, anti-fibrotic, and positive inotropic effects of ghrelin and GHRP on rat and mouse cardiac myocytes",2006,2007,
441117,Dr Guiying  NIE,Prince Henry's Institute of Medical Research,Proprotein Convertase 6: a Master Regulator for the Development of Endometrial Receptivity and Embryo Implantation,2006,2007,
441125,Dr Craig  A Harrison,Prince Henry's Institute of Medical Research,Antagonism of activin and TGF-B signalling: mechanisma and potential biological applications,2006,2007,
441130,Ms Yan Mei Emily  Lam,Prince Henry's Institute of Medical Research,The role of salt in the pathology of mineralocorticoid-mediated cardiac fibrosis,2006,2007,
441132,Miss Stacey  Jamieson,Prince Henry's Institute of Medical Research,The molecular pathogenesis of granulosa cell tumours of the ovary,2006,2007,
441402,Dr Tanya  Holt,Princess Alexandra Hospital,QUARTZ: Quality of Life After Radiotherapy and/or Steriods,2006,2008,
442301,A/Pr Suzanne  Steginga,The Cancer Council Queensland,Predicting and promoting improved long term adjustment for men with localised prostate cancer: ProsCan,2006,2007,
442302,Dr Rachel E Neale,Queensland Institute of Medical Research,Case-Control Study of Genetic and Environmental Risk Factors for Pancreatic Carcinoma,2006,2007,
442900,Prof David J Kemp,Queensland Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
442902,A/Pr Scott R Burrows,Queensland Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
442903,Dr Georgia  Chenevix-Trench,Queensland Institute of Medical Research,Beyond BRCA1 and BRCA2: pathways to breast cancer,2006,2007,
442906,Dr Alexander C Loukas,James Cook University,Uncoupled Research Fellowship,2006,2007,
442907,Dr Alexander C Loukas,Queensland Institute of Medical Research,Roles of tetraspanins in the schistosome tegument,2006,2007,
442910,Dr Malcolm K Jones,Queensland Institute of Medical Research,Transport pathways of host-derived iron in schistosomes parasites,2006,2007,
442912,Dr Georgia  Chenevix-Trench,Queensland Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
442913,A/Pr Gregory J Anderson,Queensland Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
442915,Prof Peter M Visscher,Queensland Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
442916,Dr Joanne P Young,Queensland Institute of Medical Research,Studies of Genetic Predisposition  to Develop Serrated Neoplasia in the Colorectum.,2006,2007,
442919,Prof Nicholas K Hayward,Queensland Institute of Medical Research,Uncoupled Resaerch Fellowship,2006,2007,
442927,Prof Donald P McManus,Queensland Institute of Medical Research,Transcriptome Profiling of the Human Pathogen Schistosoma japonicum,2006,2007,
442928,A/Pr Scott R Burrows,Queensland Institute of Medical Research,The genetics governing the specificity of T cell receptors for peptide-MHC,2006,2007,
442940,Dr Michelle N Wykes,Queensland Institute of Medical Research,Malaria and long term immunity,2006,2007,
442951,A/Pr Andreas  Suhrbier,Queensland Institute of Medical Research,"SERPINB2 IS AN INDUCIBLE HOST FACTOR INVOLVED IN ENHANCING  
HIV-1 TRANSCRIPTION AND REPLICATION",2006,2007,
442952,A/Pr Andreas  Suhrbier,Queensland Institute of Medical Research,NEW INSIGHTS INTO THE FUNCTION OF SERPINB2,2006,2007,
442960,A/Pr David  Whiteman,Queensland Institute of Medical Research,Exploring the causal pathways to cutaneous melanoma,2006,2007,
442965,Dr Vicki L.J. Whitehall,Queensland Institute of Medical Research,The CpG Island Methylator Phenotype in Colorectal Cancer - Pathways and Precursors,2006,2007,
442970,Dr Amanda B Spurdle,Queensland Institute of Medical Research,Evaluation of unclassified variants of BRCA1 and BRCA2 using a multifactorial approach,2006,2007,
442973,Dr Glen M Boyle,Queensland Institute of Medical Research,A Lineage Specific Pathway for Progression of Melanoma,2006,2007,
442976,Prof Adele C Green,Queensland Institute of Medical Research,20 Year Study of Skin Cancer in a Queensland Community,2006,2007,
442981,Dr Dale R Nyholt,Queensland Institute of Medical Research,Association Screen of High Priority Positional Candidate Genes for Migraine,2006,2007,
443011,Prof Nicholas G Martin,Queensland Institute of Medical Research,Genotype x environment interaction for depression,2006,2007,
443026,Dr Daniel F Wallace,Queensland Institute of Medical Research,"Hepcidin: The link between cytokines, haemochromatosis and anaemia",2006,2007,
443028,Dr Maher K Gandhi,Queensland Institute of Medical Research,New viral and immun biomarkers are a powerful tool in the clinical management of patients with EBV-positive lymphomas,2006,2007,
